region,variable,Agricultural TFP Index,Gross agricultural production in $1000,Agricultural land in 1000 hectares,Agricultural labor in 1000 persons,Agricultural capital stock in $1000,Farm machinery in Metric horsepower 1000 CV,Fertilizer in metric tonnes
Canada,2016,101.0,49688098.28,42791.43995,352.2,38284.42886,35531.12,3993839.753
United States,2016,105.0,381464871.0,232906.7961,2459.333333,657371.5677,170393.5774,23139262.65
Nigeria,2017,96.0,58862111.63,60998.80413,19105.329,171521.7415,773.8744212,919788.673
Benin,2017,112.0,3968848.528,3720.393513,1764.485,1054.674241,10.52856622,13828.00989
C?te d'Ivoire,2017,103.0,11647919.38,12831.21086,3080.982,7578.134874,403.7529587,148815.0063
Ghana,2017,101.0,12563541.55,7819.566046,3838.592,16569.61572,82.95869836,197973.6908
Guinea,2017,88.0,4205279.616,5877.297084,2466.947,2573.684497,297.8148051,40012.41446
Guinea-Bissau,2017,94.0,460732.7521,635.8117722,453.109,210.969801,1.133991174,7469.6947
Liberia,2017,92.0,562377.6188,680.596155,882.912,559.776987,18.72577384,6073.047474
Sierra Leone,2017,95.0,1676826.557,1868.198103,1366.612,1186.183088,5.188655481,6495.452976
Togo,2017,103.0,1382313.371,2324.678974,863.576,617.681089,4.689331715,34306.10966
Cameroon,2017,98.0,9570565.648,6898.385416,4642.965,4166.017741,21.19637176,102303.5568
Central African Republic,2017,105.0,1466856.319,1066.032704,1249.393,652.444593,2.137830426,22865.78404
Congo DR,2017,102.0,11333834.27,13278.80287,17461.197,6469.696206,127.6744873,38702.98487
Congo Republic,2017,118.0,645071.2191,520.1468533,635.81,562.403718,43.23125979,3366.579804
Equatorial Guinea,2017,100.0,87312.45128,98.74034809,176.172,299.256322,11.26863674,148.7140164
Gabon,2017,96.0,498670.3538,324.525071,169.858,885.105058,88.54583834,23230.27405
Sao Tome and Principe,2017,138.0,42472.0,64.47347632,12.041,38.497638,5.037264384,602.0118384
Burundi,2017,93.0,1979664.225,1883.156294,3962.811,423.432982,10.70738645,32730.80925
Kenya,2017,90.0,11620685.38,6101.332991,12175.601,11186.03941,873.9376322,419281.2761
Rwanda,2017,106.0,3044502.397,2172.995945,3841.315,1171.827199,2.466980887,50285.68992
Tanzania,2017,93.0,15346577.1,16983.08742,16523.495,4619.731371,1117.267119,216604.0622
Uganda,2017,90.0,8536129.818,7177.219497,10910.349,4570.677765,318.5441847,87837.53533
Djibouti,2017,136.0,76492.0,39.63010365,93.734,17.610809,0.24,624.0503313
Eritrea,2017,97.0,396320.0,768.4406161,953.785,446.341375,26.94354577,7873.645826
Ethiopia,2017,94.0,20063314.94,18059.91519,33093.469,12637.37,167.5824393,731042.2174
Somalia,2017,96.0,2268169.0,1489.708012,2589.795,648.471427,54.84,19648.37076
South Sudan,2017,104.0,4406788.602,2084.509258,2478.889,2920.425934,0.04,50687.37319
Sudan,2017,100.0,13835219.77,18876.47619,3838.47,9168.748099,1167.869881,168035.2712
Burkina Faso,2017,90.0,3932034.292,7518.75724,1862.392,1690.034589,45.39601512,168369.4824
Cabo Verde,2017,92.0,54979.0,82.18620327,27.341,191.78559,2.148886531,1130.797397
Chad,2017,98.0,5500978.8,5733.443175,4153.543,1614.9812,11.33288526,49529.19142
Gambia,2017,89.0,200828.8626,373.0895324,188.408,158.366108,2.799701558,1157.904279
Mali,2017,100.0,8248332.554,9632.868194,3933.383,2129.339312,87.56123299,191813.8137
Mauritania,2017,98.0,880354.0,1070.993488,332.071,1153.08762,19.80109525,9521.537788
Niger,2017,104.0,5642611.53,19100.33323,5682.22,1235.540897,12.30468729,36832.115
Senegal,2017,110.0,3589289.375,3929.220905,1180.306,2005.770957,44.64354127,99936.37303
Angola,2017,91.0,5879696.084,6979.8637,5812.33,11157.87562,927.9235547,109547.7197
Comoros,2017,95.0,93807.0,117.699016,73.188,268.152809,0.274070627,164.8995023
Madagascar,2017,97.0,4987680.309,3852.648051,8342.957,1812.959405,36.84275793,83156.70552
Malawi,2017,110.0,7767787.037,4506.734061,5481.021,849.081149,73.46460606,186983.5497
Mauritius,2017,101.0,329625.9392,74.23556172,36.484,933.208612,9.054959131,35384.36036
Mozambique,2017,105.0,3865552.207,6135.198378,8500.033,1747.687523,272.8981675,60015.12027
Zambia,2017,116.0,4036942.474,3141.897921,3086.585,2011.862127,275.8967637,221089.1855
Zimbabwe,2017,102.0,2300538.048,2566.121493,4283.233,8084.653119,1179.524463,160355.6817
Botswana,2017,91.0,436033.6017,505.9421549,176.382,220.745666,149.9232337,10642.96779
Eswatini,2017,97.0,446354.0085,222.6814349,35.883,664.560972,63.25277003,1879.326035
Lesotho,2017,92.0,291781.1219,290.0131725,327.68,78.271591,61.91716317,2294.920878
Namibia,2017,106.0,548263.2912,1001.810425,151.487,1028.130669,129.5061544,25737.01535
South Africa,2017,104.0,22260463.16,14953.48855,874.329,20676.73865,4034.490667,928385.2513
Belize,2017,88.0,265267.9874,125.6068975,27.389,153.675112,65.92169602,31071.20369
Costa Rica,2017,102.0,4805283.686,711.8138552,270.032,8339.232303,335.9047316,215018.991
El Salvador,2017,104.0,1646372.836,917.5212134,487.267,2747.471422,175.6317227,208608.3108
Guatemala,2017,94.0,8529299.538,2303.464798,2118.036,11228.56866,325.3541083,428390.7353
Honduras,2017,108.0,3826848.853,1701.041239,1291.303,3414.682354,294.5487419,222924.3855
Mexico,2017,107.0,63122979.82,29251.78143,6984.796,15066.1775,11400.88,2820004.777
Nicaragua,2017,110.0,2931083.3,2007.946411,854.484,2352.971038,168.7706432,187762.7838
Panama,2017,99.0,1562114.125,814.2999714,269.826,2115.720967,452.2952691,50052.56049
Bahamas,2017,96.0,52527.48104,12.68557306,4.677,229.9716,4.777819677,3365.465252
Cuba,2017,101.0,4971652.318,4043.232162,903.068,3220.761598,3052.08,175927.8013
Dominican Republic,2017,101.0,5087518.184,1459.831737,436.373,6950.205727,77.27820718,191561.843
Haiti,2017,95.0,1899196.12,1425.314993,1264.655,1486.163447,6.330401904,23506.43881
Jamaica,2017,106.0,823656.7746,241.0379528,218.965,706.330327,121.677702,14290.16609
Lesser Antilles,2017,99.0,454941.5434,128.567869,68.674,252.703026,141.6789554,5272.451543
Puerto Rico (USA),2017,101.0,378857.843,86.47526699,10.654,1501.411018,107.1958071,19577.06937
Trinidad and Tobago,2017,105.0,186254.6141,51.59056262,20.568,50.598148,155.3206314,17335.18382
French Guiana (France),2017,103.0,50515.56462,22.98406164,12.0,33.47720491,18.272,138.6569768
Guyana,2017,93.0,605291.1497,582.5107388,42.567,512.960997,152.1784487,19134.79794
Suriname,2017,103.0,213219.9126,111.0455601,16.213,691.099125,50.04179133,17196.64892
Venezuela,2017,98.0,7586069.047,4502.414033,898.078,5027.369086,2032.892462,547795.1655
Bolivia,2017,90.0,6558367.975,5748.342129,1554.617,5136.594711,303.4257394,141758.2122
Colombia,2017,118.0,28077327.91,6545.101591,3896.978,15472.15345,1011.227471,1240160.791
Ecuador,2017,90.0,11535866.19,4154.630798,2211.953,9543.840497,821.5446117,434826.3377
Peru,2017,98.0,15899903.61,8706.947458,4777.081,10924.27275,587.8227929,658989.7371
Brazil,2017,106.0,240322089.9,75759.24021,8625.999504,212836.6013,44322.27111,16958339.13
Argentina,2017,96.0,72538495.96,39457.63119,1044.979387,62256.96536,11349.58912,1834450.178
Chile,2017,100.0,16547849.6,3196.346209,792.732,15062.59537,2294.381387,547720.3914
Paraguay,2017,118.0,9925887.55,5375.025835,655.609,3965.42902,1214.432039,297123.8565
Uruguay,2017,101.0,6516080.131,2647.077743,140.81,6055.596585,1451.323347,464674.7316
Japan,2017,101.0,28955967.17,5751.731895,2210.0,144015.851,74425.22375,1177435.988
"Korea, Republic",2017,103.0,17055485.18,2006.452401,1318.842,59819.61484,18636.25215,875967.2448
Taiwan,2017,101.0,8013111.902,995.9201849,556.5,9251.538747,519.04,293781.9646
China,2017,103.0,1004379569.0,193140.3316,209448.263,1281507.237,1343076.818,51600747.11
"Korea, DPR",2017,96.0,5500014.102,3372.443193,7083.311,3644.918164,2568.0,240993.5151
Mongolia,2017,92.0,2111978.0,7718.465227,352.218,3762.969625,214.6844133,199214.5553
Brunei Darussalam,2017,83.0,73504.8965,10.82631819,2.619,260.526547,4.728209101,4315.621435
Cambodia,2017,112.0,7968581.793,4322.028498,3452.862,3399.83773,978.5635992,217671.0556
Indonesia,2017,111.0,123730040.4,56183.90833,37804.198,189654.0192,4891.428486,7880963.23
Laos,2017,92.0,4850298.818,2085.503674,2304.984,2246.681846,184.9639523,61537.38454
Malaysia,2017,101.0,19168532.73,8582.344107,1635.0,73153.48448,4065.459507,2311129.811
Myanmar,2017,99.0,35104817.83,14043.51949,11105.8,11364.43147,5907.91483,928230.6298
Philippines,2017,105.0,36006462.58,12221.81935,10260.86912,46095.47482,47650.12357,1180844.828
Thailand,2017,107.0,50590777.74,25422.28056,11783.27,73472.17119,38756.54346,2303956.815
Timor-Leste,2017,95.0,216051.6161,260.6747452,201.41,431.504541,16.70934592,5999.686952
Vietnam,2017,103.0,60583965.88,14469.94673,22250.165,31627.25397,19209.79742,3361793.558
Fiji,2017,105.0,248160.4281,262.4353509,63.248,284.859873,401.4605432,12060.05022
New Caledonia (France),2017,93.0,47530.6171,25.71117581,2.294,197.701823,80.86,2209.037911
Papua New Guinea,2017,97.0,3763987.641,1010.747923,1437.702,4078.379795,109.2055673,52281.29219
Solomon Islands,2017,94.0,134356.2367,109.4525441,122.534,301.550714,0.645280578,509.7770703
Vanuatu,2017,95.0,102578.5838,147.3758568,70.239,226.96774,4.426273219,1604.21933
Micronesia,2017,102.0,64115.58988,74.69911874,37.186,151.499186,8.20533494,746.516993
Polynesia,2017,98.0,162287.6569,140.8723967,36.87,245.871368,32.9528878,3829.779318
Bangladesh,2017,103.0,44308027.1,18487.93748,26189.98,23076.91717,21456.54748,2613574.204
Bhutan,2017,108.0,297180.5538,182.0292582,202.219,291.250883,11.29664582,3343.230286
India,2017,110.0,423426755.4,295053.0,201362.524,569930.7548,357949.7721,28862941.06
Nepal,2017,103.0,9526820.356,4860.856563,9963.643,4002.118582,2255.097307,278731.8988
Pakistan,2017,112.0,71687634.1,67823.61787,23684.618,99897.23959,27188.57553,5637491.254
Sri Lanka,2017,85.0,4185224.041,3477.534372,2140.185,14136.2921,2075.064143,214364.6866
Armenia,2017,164.0,1845705.977,878.1775308,317.111,105.883332,640.113154,14445.38456
Azerbaijan,2017,111.0,4793096.717,4748.499975,1752.864,5462.697093,1012.661146,87248.87231
Georgia,2017,91.0,1032897.75,1194.668162,735.921,1230.380643,1039.070474,71953.92426
Bahrain,2017,96.0,185386.4254,11.1943273,8.612,115.864583,0.192669466,2982.682161
Cyprus,2017,108.0,519173.1668,181.7744382,13.739,1709.320396,466.5853977,33574.89741
Iran,2017,91.0,41409179.2,33259.64276,4237.878,39003.90197,12496.50668,1479396.577
Iraq,2017,94.0,3005226.936,11072.60814,1644.311,5232.207276,3916.763528,247202.1014
Israel,2017,91.0,4382825.467,983.9991016,37.383,6191.528742,1466.883776,103288.0619
West Bank and Gaza,2017,109.0,727630.0,413.5784252,63.242,1655.375335,282.9751779,910.1049952
Jordan,2017,95.0,1943195.704,456.581047,56.63,2855.500623,226.9296664,23547.2184
Kuwait,2017,102.0,629713.1558,47.89584203,44.166,689.249435,3.35293279,21212.33729
Lebanon,2017,105.0,1985030.782,413.7844358,266.162,1833.081331,294.8493025,44556.01134
Oman,2017,108.0,1038833.27,297.184176,108.272,648.189301,10.435268,24552.16767
Qatar,2017,85.0,122962.3009,53.93827757,25.54,81.48843178,3.226194116,4642.955703
Saudi Arabia,2017,115.0,5916442.983,10313.65293,463.479,17169.76378,387.9477777,321342.9119
Syria,2017,87.0,6962293.701,8057.09454,529.312,4613.986493,2883.95316,56881.60855
Turkey,2017,103.0,68244216.6,32169.15517,5524.856,106066.538,47572.01832,2746208.453
United Arab Emirates,2017,108.0,1081584.639,227.1204791,105.653,3972.002082,2.736783907,34499.23471
Yemen,2017,84.0,2551624.0,3082.794888,1588.686,1690.988513,149.1140569,26086.87591
Afghanistan,2017,99.0,5908654.285,11529.77344,3886.59,6073.716762,12.31925793,258349.4624
Kyrgyzstan,2017,106.0,3347040.699,2509.04735,541.369,1083.879248,1090.909532,69440.28328
Tajikistan,2017,133.0,4176275.878,1701.465181,961.8582561,1727.389331,701.8453235,67449.20212
Turkmenistan,2017,105.0,4024551.543,4566.243664,857.3184859,2667.113347,2694.244592,491591.1545
Uzbekistan,2017,95.0,22327409.56,8823.74345,3626.397,18543.71906,7311.361386,1100131.723
Algeria,2017,105.0,14360083.93,18586.51629,1114.38,23623.03534,5176.920941,236234.2034
Egypt,2017,101.0,38806494.9,29932.09923,6510.188,29286.76982,5162.074271,1703655.418
Libya,2017,98.0,1786748.301,5098.436564,334.353,7164.297508,1223.61046,46613.87552
Morocco,2017,91.0,15630048.08,23490.91715,3734.759,24039.24231,2486.067832,479459.57
Tunisia,2017,83.0,5930891.978,8428.145978,508.973,7900.93605,1953.568466,153001.2949
Belarus,2017,105.0,11579144.49,6108.100252,511.779,17487.95103,2305.561116,1014246.871
Kazakhstan,2017,115.0,16349496.08,48601.17526,1319.0,8563.997252,2156.553323,355730.1593
Moldova,2017,94.0,2946836.428,2137.162245,390.491,925.666005,1809.793625,131004.7847
Russian Federation,2017,104.0,96293787.04,134560.9475,4268.046,116314.4742,12624.82892,4184762.147
Ukraine,2017,115.0,45089105.65,35638.81908,2489.4,23854.83559,15334.5659,2313640.231
Albania,2017,103.0,2158852.848,938.0789099,444.023,4285.893732,325.1648578,78119.54176
Bulgaria,2017,103.0,5390920.671,3845.731673,220.959,5623.185922,3020.801223,586165.4528
Czechia,2017,99.0,5619082.658,2661.311954,146.333,13876.28393,3134.917342,541938.6258
Slovakia,2017,107.0,2063868.69,1445.567289,68.53,12732.35945,1017.394784,197086.201
Hungary,2017,101.0,9420781.061,4705.780343,222.691,22788.14422,5075.442043,631610.2055
Poland,2017,109.0,32621358.2,11744.04541,1675.8,23040.56128,83312.80022,2477778.105
Romania,2017,122.0,17041302.33,11168.71736,1979.127,29714.17877,8386.297082,1246684.234
Croatia,2017,105.0,2518172.201,963.1802837,114.469,6696.056872,2406.42604,217256.1028
Slovenia,2017,102.0,949460.0306,276.9465598,53.745,4024.420059,287.1212978,60441.252
Bosnia and Herzegovina,2017,92.0,1346637.114,1268.624155,177.69,1074.738082,2208.90729,85265.17019
North Macedonia,2017,87.0,1079250.825,606.1256048,120.682,690.044722,4364.766302,36337.43267
Montenegro,2017,98.0,163298.5869,38.70010465,18.224,467.303151,5.563069725,7166.084874
Serbia,2017,103.0,5907695.105,2900.898951,603.123,7057.633786,17080.12112,397288.1313
Estonia,2017,101.0,958169.4123,717.5724449,20.33,2783.845563,917.6667762,100392.4581
Latvia,2017,95.0,1761245.494,1357.798746,74.71,5940.173933,2531.946196,191321.9828
Lithuania,2017,98.0,3321994.346,2214.172821,146.7,6242.112249,4496.368362,319180.989
Finland,2017,102.0,3186963.868,2247.40931,92.887,21754.45172,6225.7724,244106.3571
Iceland,2017,130.0,286444.2774,285.8920154,7.267,2277.066335,451.843904,26022.93106
Norway,2017,95.0,8349383.83,821.5975424,54.411,24269.74409,3567.893299,211974.1493
Sweden,2017,101.0,4837404.998,2601.240606,91.485,49187.98523,5791.276727,326012.7072
Greece,2017,99.0,11786279.51,4979.149988,453.359,16887.37107,11230.59886,339368.206
Italy,2017,94.0,38974090.14,13568.18661,871.223,167109.813,43647.23282,1303025.402
Malta,2017,112.0,129742.1716,13.92921105,5.04,234.749828,99.89621014,2173.945345
Portugal,2017,105.0,6902649.471,2421.277037,239.98,17471.84086,7851.978573,216663.6296
Spain,2017,97.0,50870127.76,21676.5983,819.435,106965.7573,28706.29402,2453708.917
Austria,2017,105.0,6180157.263,1542.173869,167.428,51106.48844,11341.16841,271229.8393
Belgium,2017,98.0,9375186.256,909.7621894,55.28,10675.41433,3354.292297,390135.4673
Luxembourg,2017,100.0,283278.0,69.94029551,3.145,2452.383631,240.7578746,23295.31041
Denmark,2017,103.0,9906259.621,2503.476799,58.297,30653.2669,2905.44632,464710.288
France,2017,103.0,61560637.39,21083.40945,689.917,125206.8425,41990.07568,3985988.934
Germany,2017,103.0,52164815.72,12603.57412,531.963,167644.0146,30788.15063,2850873.339
Ireland,2017,104.0,7967191.141,841.2233843,160.7,11505.841,5899.328354,890999.5827
Netherlands,2017,103.0,18617084.59,1290.581808,176.033,58434.57908,5264.917164,559753.4879
Switzerland,2017,98.0,3855239.819,540.2216504,140.694,50900.86573,4111.484552,133823.6861
United Kingdom,2017,97.0,29469823.57,7250.746884,369.647,72319.17352,15235.49569,1989867.397
Australia,2017,100.0,44496214.41,66188.8349,318.393,110179.3384,16031.34859,2961345.877
New Zealand,2017,93.0,16989164.51,2395.373914,163.25,16571.87016,3851.920476,1021747.74
Canada,2017,108.0,50281296.89,42765.43995,279.673,41686.12507,35895.72,4353138.648
United States,2017,103.0,372934313.9,233529.6779,2453.833333,666463.5358,167990.9,23439050.28
Nigeria,2018,93.0,58554181.97,61455.92566,19681.699,177705.748,783.8088793,874622.116
Benin,2018,99.0,4267200.962,4342.073513,1785.355,1103.893522,10.81142558,116813.9784
C?te d'Ivoire,2018,103.0,11963350.38,13530.45886,3104.694,7836.039022,406.2502247,117742.2505
Ghana,2018,104.0,13278008.64,8140.872119,3752.973,17736.4813,81.63907269,150799.9112
Guinea,2018,93.0,4377741.177,6037.266084,2520.922,2383.03767,304.2358684,36014.44682
Guinea-Bissau,2018,94.0,472616.7521,650.547612,462.222,222.486612,1.150348981,7435.175258
Liberia,2018,93.0,568914.2205,627.616256,899.141,597.035275,19.1100648,6341.843937
Sierra Leone,2018,94.0,1715933.557,1888.733103,1383.606,1259.078907,5.262543045,6886.5722
Togo,2018,103.0,1445642.725,2379.394974,870.078,633.083272,4.743120664,60069.91663
Cameroon,2018,95.0,9723856.4,7173.699416,4705.268,4424.665966,21.49618025,110746.6368
Central African Republic,2018,107.0,1492510.319,1076.908704,1263.813,633.482684,2.161157585,23256.78894
Congo DR,2018,103.0,11557839.27,13561.76487,17901.929,6552.869338,130.4992567,32606.57941
Congo Republic,2018,121.0,657505.2546,526.6448533,647.356,552.650417,43.98800575,3438.926754
Equatorial Guinea,2018,101.0,88924.45128,99.43234809,183.135,300.118026,11.68791909,149.7861745
Gabon,2018,97.0,505257.3538,328.3022389,172.464,899.674462,89.96220316,18162.1806
Sao Tome and Principe,2018,125.0,35784.0,53.29647632,11.999,38.178322,4.971075719,564.9572113
Burundi,2018,118.0,2661565.632,2096.356294,4099.22,434.819902,11.14709597,42213.07652
Kenya,2018,87.0,11826716.28,6576.235991,12365.116,12583.00196,887.46853,325940.86
Rwanda,2018,104.0,3117259.414,2217.231945,3874.709,1327.371306,2.484828631,40979.06618
Tanzania,2018,100.0,16743512.37,16316.95742,16930.089,4670.89477,1139.07018,254134.426
Uganda,2018,88.0,8632568.366,7109.270497,11343.799,4803.04311,330.9143623,98017.06835
Djibouti,2018,138.0,77801.0,39.65810365,92.169,19.064369,0.24,624.3649712
Eritrea,2018,93.0,397514.0,769.1716161,948.471,481.433802,26.8477067,10799.82126
Ethiopia,2018,92.0,19921481.91,16810.92119,33871.868,13617.02389,171.5049539,697342.1996
Somalia,2018,95.0,2266551.0,1478.131012,2676.419,653.644644,54.84,19800.30884
South Sudan,2018,104.0,4381832.602,2024.021258,2471.355,2903.887326,0.04,51334.54677
Sudan,2018,100.0,16002593.85,23698.95419,3905.095,10605.09008,1213.612223,209225.0766
Burkina Faso,2018,90.0,4087527.575,7906.767802,1867.088,1809.490868,45.36902993,165998.1922
Cabo Verde,2018,84.0,48201.0,77.85820327,24.275,192.379979,1.920038753,1129.414296
Chad,2018,98.0,5751118.8,5891.085175,4281.379,1742.408453,11.68384802,52286.93204
Gambia,2018,83.0,196511.8626,337.5125324,189.874,163.25684,2.822805877,4540.429579
Mali,2018,100.0,8831095.665,10040.70019,4058.386,2385.388994,88.92501289,193063.8526
Mauritania,2018,97.0,909719.0,1160.237488,338.623,1227.664259,20.16037415,9554.840878
Niger,2018,109.0,6112201.53,19349.98323,5880.125,1258.856746,12.73012049,38266.51563
Senegal,2018,124.0,4136203.64,4000.832905,1187.842,2181.824008,44.88035644,72429.81446
Angola,2018,92.0,6104712.11,7009.462432,6015.001,11617.70895,949.2216607,99072.75054
Comoros,2018,94.0,94494.0,120.889016,73.823,273.179643,0.279635515,165.0646976
Madagascar,2018,100.0,5171791.479,3890.022051,8525.739,1835.556636,37.8106204,82080.56269
Malawi,2018,113.0,8225996.204,4508.025061,5639.884,874.852191,78.61488122,225443.6011
Mauritius,2018,97.0,306346.3621,71.85856172,35.218,923.172274,8.766817741,28280.9004
Mozambique,2018,105.0,4411033.647,8542.234502,8723.192,1858.885096,281.1329328,68538.16546
Zambia,2018,118.0,3930785.474,2755.166921,3145.382,1962.380226,276.8879797,220496.9163
Zimbabwe,2018,118.0,2653386.193,2647.354493,4329.501,7987.190983,1201.442727,146379.499
Botswana,2018,86.0,460367.7521,602.9081653,176.703,232.861731,154.8459447,17183.17513
Eswatini,2018,95.0,454595.0085,247.7474349,35.642,689.863761,63.53965499,1883.934031
Lesotho,2018,86.0,272314.5978,286.7291725,328.749,82.000122,59.5919113,2257.824323
Namibia,2018,103.0,544130.6024,983.6394246,164.986,1033.271184,139.194159,27551.5782
South Africa,2018,109.0,21953462.6,14953.48855,865.603,20310.9467,4111.230667,815669.2557
Belize,2018,87.0,253716.9874,125.6068975,27.626,152.330638,66.7804769,22469.09599
Costa Rica,2018,98.0,4797299.443,714.8138552,274.031,8660.287423,340.5729494,253342.0863
El Salvador,2018,104.0,1598443.862,917.7234294,442.213,2748.106088,161.0205526,171796.1262
Guatemala,2018,96.0,8846766.209,2303.464798,2186.79,11529.94807,335.4830022,416223.3935
Honduras,2018,107.0,3875743.895,1707.487915,1302.226,3487.41576,298.2108081,244394.7873
Mexico,2018,108.0,64635802.58,28929.47603,6969.231,15503.20887,11601.28,2797276.403
Nicaragua,2018,112.0,2926981.345,2007.946411,864.68,2419.116355,167.7619328,105920.7012
Panama,2018,98.0,1574474.761,814.2999714,277.145,2180.450348,464.5066835,49038.34429
Bahamas,2018,95.0,52585.59131,12.68557306,4.602,233.074823,4.703345735,3531.874444
Cuba,2018,96.0,4563870.764,4043.232162,887.574,3254.971764,3052.08,131647.9586
Dominican Republic,2018,103.0,5407344.697,1459.831737,441.723,7245.911642,77.07077265,226419.9172
Haiti,2018,90.0,1806701.022,1425.314993,1273.903,1496.401187,6.38070962,23507.92191
Jamaica,2018,108.0,847478.033,241.0379528,217.343,715.385678,121.1580396,14290.97453
Lesser Antilles,2018,101.0,455087.9394,128.2856576,68.629,249.275676,141.6789554,4531.390013
Puerto Rico (USA),2018,101.0,373924.843,83.03059939,10.096,1501.644256,101.8969621,18728.37434
Trinidad and Tobago,2018,102.0,189450.6141,51.59056262,20.118,56.281613,150.2814218,16832.26052
French Guiana (France),2018,96.0,44356.96444,22.98406164,12.0,29.3958347,18.272,141.7833208
Guyana,2018,111.0,768303.8204,582.7847001,41.889,520.213693,152.2552206,33625.24354
Suriname,2018,99.0,202205.9126,111.0455601,16.199,706.252672,49.95965296,10329.17943
Venezuela,2018,100.0,7658391.014,4502.414033,880.791,5075.297626,1974.845958,476808.476
Bolivia,2018,91.0,7036401.975,5987.342129,1687.622,5597.491492,330.2677776,138941.366
Colombia,2018,126.0,30491483.32,6596.417143,3984.184,16105.46098,1032.52634,1209693.278
Ecuador,2018,87.0,12223857.69,4043.67789,2326.116,9748.452665,854.6634735,563165.2437
Peru,2018,106.0,17172423.56,8887.447458,4953.857,11369.68481,602.6669662,588393.263
Brazil,2018,107.0,242862435.3,76050.29125,8535.999504,211727.0787,44744.13111,17099887.07
Argentina,2018,87.0,66787505.78,38126.63458,1034.483887,64157.77497,11237.83538,2065066.241
Chile,2018,105.0,17702379.89,3134.346209,802.887,15080.80022,2329.643004,568496.4373
Paraguay,2018,112.0,9893076.265,5459.025835,670.26,4080.269141,1256.032539,333065.3526
Uruguay,2018,89.0,5580488.938,2618.477743,134.074,6175.588995,1391.1053,424145.3742
Japan,2018,100.0,28851674.03,5720.701079,2280.0,139399.9464,75477.91872,1144568.678
"Korea, Republic",2018,104.0,17348481.11,1981.752401,1340.171,60171.41523,19230.80289,882135.1667
Taiwan,2018,104.0,8294640.733,1007.952234,560.667,9427.308677,540.48,302913.8189
China,2018,105.0,1022183526.0,194297.851,202588.056,1336040.975,1364673.012,49334399.84
"Korea, DPR",2018,92.0,5375239.188,3372.443193,7140.301,3562.228495,2568.0,293755.0002
Mongolia,2018,113.0,2589362.0,7720.955862,336.809,3903.485872,225.8633056,205361.5182
Brunei Darussalam,2018,86.0,71012.76973,10.82631819,2.129,271.813437,4.698390147,4569.712643
Cambodia,2018,119.0,8432935.904,4322.028498,3336.671,3599.149294,1042.518132,227693.3406
Indonesia,2018,113.0,125468424.1,56183.90833,37201.802,198549.1846,5150.508264,8194020.973
Laos,2018,94.0,4855945.941,2035.503674,2305.108,2372.093772,194.3199822,62710.66821
Malaysia,2018,99.0,18501288.53,8582.344107,1588.05,76257.69207,4259.850385,2244197.611
